LeaseNo|CustomerNo|UnitNumber|StartDate|EndDate
15714|8231|40406|3/1/2014|3/1/2015
15715|8240|80709|3/1/2014|3/1/2015
15716|8242|91003|3/1/2014|3/1/2015
15717|8245|90409|3/1/2014|3/1/2015
15718|8249|100103|3/1/2014|3/1/2015
15719|8252|50110|3/1/2014|3/1/2015
15720|8255|100907|3/1/2014|3/1/2015
15721|8258|101007|3/1/2014|3/1/2015
15722|8259|70901|3/1/2014|3/1/2015
15723|3635|21003|4/23/2014|4/23/2015
15724|3686|80603|4/4/2014|4/4/2015
15725|3739|40604|4/28/2014|4/28/2015
15726|3947|60806|4/10/2014|4/10/2015
15727|3959|71006|4/20/2014|4/20/2015
15728|4097|20708|4/17/2014|4/17/2015
15729|4143|70708|4/19/2014|4/19/2015
15730|4235|80109|4/14/2014|4/14/2015
15731|4372|30611|4/9/2014|4/9/2015
15732|4379|40411|4/15/2014|4/15/2015
15733|4913|40602|4/3/2014|4/3/2015
15734|4914|30404|4/3/2014|4/3/2015
15735|4915|30111|4/3/2014|4/3/2015
15736|4953|40810|4/3/2014|4/3/2015
15737|4974|50810|4/3/2014|4/3/2015
15738|4993|60910|4/3/2014|4/3/2015
15739|4996|90406|4/3/2014|4/3/2015
15740|5004|40507|4/3/2014|4/3/2015
15741|5010|30704|4/3/2014|4/3/2015
15742|5018|70511|4/3/2014|4/3/2015
15743|5054|80210|4/3/2014|4/3/2015
15744|4063|90107|4/3/2014|4/3/2015
15745|6590|30410|4/2/2014|4/2/2015
15746|6593|80606|4/2/2014|4/2/2015
15747|6597|21007|4/2/2014|4/2/2015
15748|6599|20205|4/2/2014|4/2/2015
15749|6610|10803|4/2/2014|4/2/2015
15750|6619|100706|4/2/2014|4/2/2015
15751|6629|60904|4/2/2014|4/2/2015
15752|6638|60303|4/2/2014|4/2/2015
15753|6639|60402|4/2/2014|4/2/2015
15754|6641|70402|4/2/2014|4/2/2015
15755|6642|60703|4/2/2014|4/2/2015
15756|6643|60801|4/2/2014|4/2/2015
15757|6645|90707|4/2/2014|4/2/2015
15758|6659|70702|4/2/2014|4/2/2015
15759|6661|70902|4/2/2014|4/2/2015
15760|6662|40210|4/2/2014|4/2/2015
15761|6664|90704|4/2/2014|4/2/2015
15762|6667|50310|4/2/2014|4/2/2015
15763|6674|20711|4/2/2014|4/2/2015
15764|6675|80305|4/2/2014|4/2/2015
15765|6682|80201|4/2/2014|4/2/2015
15766|6683|60309|4/2/2014|4/2/2015
15767|6687|80602|4/2/2014|4/2/2015
15768|6691|100710|4/2/2014|4/2/2015
15769|6706|80203|4/2/2014|4/2/2015
15770|6707|80609|4/2/2014|4/2/2015
15771|6709|90505|4/2/2014|4/2/2015
15772|6720|40811|4/2/2014|4/2/2015
15773|6730|90109|4/2/2014|4/2/2015
15774|8261|21005|4/1/2014|4/1/2015
15775|8280|31010|4/1/2014|4/1/2015
15776|8282|10201|4/1/2014|4/1/2015
15777|8284|30205|4/1/2014|4/1/2015
15778|8286|10309|4/1/2014|4/1/2015
15779|8291|40506|4/1/2014|4/1/2015
15780|8295|50206|4/1/2014|4/1/2015
15781|8297|60106|4/1/2014|4/1/2015
15782|8303|50205|4/1/2014|4/1/2015
15783|8305|50805|4/1/2014|4/1/2015
15784|8309|20603|4/1/2014|4/1/2015
15785|8318|30207|4/1/2014|4/1/2015
15786|8319|50308|4/1/2014|4/1/2015
15787|8322|40610|4/1/2014|4/1/2015
15788|8323|41007|4/1/2014|4/1/2015
15789|8326|60306|4/1/2014|4/1/2015
15790|8327|50510|4/1/2014|4/1/2015
15791|8329|10402|4/1/2014|4/1/2015
15792|8334|100707|4/1/2014|4/1/2015
15793|8344|50508|4/1/2014|4/1/2015
15794|8347|70501|4/1/2014|4/1/2015
15795|8352|70604|4/1/2014|4/1/2015
15796|8356|40403|4/1/2014|4/1/2015
15797|8357|60208|4/1/2014|4/1/2015
15798|8359|71001|4/1/2014|4/1/2015
15799|8360|60609|4/1/2014|4/1/2015
15800|8362|60103|4/1/2014|4/1/2015
15801|8370|61009|4/1/2014|4/1/2015
15802|8377|70409|4/1/2014|4/1/2015
15803|8379|100501|4/1/2014|4/1/2015
15804|8386|80904|4/1/2014|4/1/2015
15805|8391|60406|4/1/2014|4/1/2015
15806|8403|60310|4/1/2014|4/1/2015
15807|8408|90509|4/1/2014|4/1/2015
15808|3445|20301|5/8/2014|5/8/2015
15809|3532|10702|5/29/2014|5/29/2015
15810|3666|60503|5/30/2014|5/30/2015
15811|3754|60204|5/27/2014|5/27/2015
15812|3768|70704|5/16/2014|5/16/2015
15813|3919|30906|5/27/2014|5/27/2015
15814|3955|70606|5/7/2014|5/7/2015
15815|4163|100108|5/5/2014|5/5/2015
15816|4188|20809|5/16/2014|5/16/2015
15817|4285|30810|5/29/2014|5/29/2015
15818|4331|81010|5/19/2014|5/19/2015
15819|4346|100910|5/17/2014|5/17/2015
15820|4356|10911|5/14/2014|5/14/2015
15821|5095|20703|5/3/2014|5/3/2015
15822|5097|30607|5/3/2014|5/3/2015
15823|5103|20701|5/3/2014|5/3/2015
15824|5112|50303|5/3/2014|5/3/2015
15825|5124|40911|5/3/2014|5/3/2015
15826|5145|70703|5/3/2014|5/3/2015
15827|5169|50408|5/3/2014|5/3/2015
15828|5184|90203|5/3/2014|5/3/2015
15829|5188|100203|5/3/2014|5/3/2015
15830|5194|60308|5/3/2014|5/3/2015
15831|5210|50505|5/3/2014|5/3/2015
15832|6736|20402|5/2/2014|5/2/2015
15833|6757|30310|5/2/2014|5/2/2015
15834|6770|10609|5/2/2014|5/2/2015
15835|6776|40109|5/2/2014|5/2/2015
15836|6782|70111|5/2/2014|5/2/2015
15837|6784|60601|5/2/2014|5/2/2015
15838|6787|20104|5/2/2014|5/2/2015
15839|6792|40409|5/2/2014|5/2/2015
15840|6803|40104|5/2/2014|5/2/2015
15841|6804|100609|5/2/2014|5/2/2015
15842|6806|80306|5/2/2014|5/2/2015
15843|6813|40904|5/2/2014|5/2/2015
15844|6819|40710|5/2/2014|5/2/2015
15845|6822|70204|5/2/2014|5/2/2015
15846|6825|100709|5/2/2014|5/2/2015
15847|6827|90506|5/2/2014|5/2/2015
15848|6830|101009|5/2/2014|5/2/2015
15849|6845|10807|5/2/2014|5/2/2015
15850|6850|90701|5/2/2014|5/2/2015
15851|6856|90105|5/2/2014|5/2/2015
15852|6889|30507|5/2/2014|5/2/2015
15853|8409|11011|5/1/2014|5/1/2015
15854|8411|10704|5/1/2014|5/1/2015
15855|8420|70603|5/1/2014|5/1/2015
15856|8422|60610|5/1/2014|5/1/2015
15857|8425|61006|5/1/2014|5/1/2015
15858|8427|51004|5/1/2014|5/1/2015
15859|8431|10308|5/1/2014|5/1/2015
15860|8432|30202|5/1/2014|5/1/2015
15861|8433|70106|5/1/2014|5/1/2015
15862|8446|70404|5/1/2014|5/1/2015
15863|8447|80403|5/1/2014|5/1/2015
15864|8449|10305|5/1/2014|5/1/2015
15865|8452|30405|5/1/2014|5/1/2015
15866|8453|81003|5/1/2014|5/1/2015
15867|8459|90103|5/1/2014|5/1/2015
15868|8462|10708|5/1/2014|5/1/2015
15869|8465|100303|5/1/2014|5/1/2015
15870|8466|60705|5/1/2014|5/1/2015
15871|8467|100403|5/1/2014|5/1/2015
15872|8473|50107|5/1/2014|5/1/2015
15873|8478|70705|5/1/2014|5/1/2015
15874|8480|81004|5/1/2014|5/1/2015
15875|8481|10709|5/1/2014|5/1/2015
15876|8482|50911|5/1/2014|5/1/2015
15877|8484|90204|5/1/2014|5/1/2015
15878|8491|70905|5/1/2014|5/1/2015
15879|8497|90304|5/1/2014|5/1/2015
15880|8506|90404|5/1/2014|5/1/2015
15881|8508|70310|5/1/2014|5/1/2015
15882|8510|70806|5/1/2014|5/1/2015
15883|8512|100503|5/1/2014|5/1/2015
15884|8514|70906|5/1/2014|5/1/2015
15885|8516|30209|5/1/2014|5/1/2015
15886|8517|20101|5/1/2014|5/1/2015
15887|8518|40809|5/1/2014|5/1/2015
15888|8521|80605|5/1/2014|5/1/2015
15889|8534|50509|5/1/2014|5/1/2015
15890|8535|60408|5/1/2014|5/1/2015
15891|8539|50809|5/1/2014|5/1/2015
15892|8543|60409|5/1/2014|5/1/2015
15893|8544|100703|5/1/2014|5/1/2015
15894|8556|80406|5/1/2014|5/1/2015
15895|8557|80705|5/1/2014|5/1/2015
15896|8558|60301|5/1/2014|5/1/2015
15897|8561|70211|5/1/2014|5/1/2015
15898|8568|80506|5/1/2014|5/1/2015
15899|8570|90911|5/1/2014|5/1/2015
15900|3600|90302|6/19/2014|6/19/2015
15901|3706|100803|6/6/2014|6/6/2015
15902|3762|70104|6/13/2014|6/13/2015
15903|3850|60605|6/12/2014|6/12/2015
15904|3952|70306|6/20/2014|6/20/2015
15905|3978|100206|6/20/2014|6/20/2015
15906|4109|30908|6/5/2014|6/5/2015
15907|4114|40508|6/13/2014|6/13/2015
15908|4124|50708|6/30/2014|6/30/2015
15909|4254|91009|6/22/2014|6/22/2015
15910|4264|10210|6/21/2014|6/21/2015
15911|4324|80310|6/30/2014|6/30/2015
15912|5234|20510|6/3/2014|6/3/2015
15913|5263|30309|6/3/2014|6/3/2015
15914|5265|40202|6/3/2014|6/3/2015
15915|5288|10208|6/3/2014|6/3/2015
15916|5291|90310|6/3/2014|6/3/2015
15917|5301|60911|6/3/2014|6/3/2015
15918|5339|40903|6/3/2014|6/3/2015
15919|5342|60508|6/3/2014|6/3/2015
15920|5387|100110|6/3/2014|6/3/2015
15921|6913|20204|6/2/2014|6/2/2015
15922|6922|20601|6/2/2014|6/2/2015
15923|6929|20511|6/2/2014|6/2/2015
15924|6946|60906|6/2/2014|6/2/2015
15925|6948|60701|6/2/2014|6/2/2015
15926|6949|70701|6/2/2014|6/2/2015
15927|6955|10408|6/2/2014|6/2/2015
15928|6957|20705|6/2/2014|6/2/2015
15929|6964|30608|6/2/2014|6/2/2015
15930|6965|41011|6/2/2014|6/2/2015
15931|6969|50710|6/2/2014|6/2/2015
15932|6970|60808|6/2/2014|6/2/2015
15933|6971|70710|6/2/2014|6/2/2015
15934|6973|40503|6/2/2014|6/2/2015
15935|6976|60908|6/2/2014|6/2/2015
15936|6982|100204|6/2/2014|6/2/2015
15937|6986|71008|6/2/2014|6/2/2015
15938|6997|80910|6/2/2014|6/2/2015
15939|7004|80208|6/2/2014|6/2/2015
15940|7018|50403|6/2/2014|6/2/2015
15941|7028|81008|6/2/2014|6/2/2015
15942|7029|90708|6/2/2014|6/2/2015
15943|7035|40707|6/2/2014|6/2/2015
15944|7042|30402|6/2/2014|6/2/2015
15945|7048|100601|6/2/2014|6/2/2015
15946|7056|100304|6/2/2014|6/2/2015
15947|7057|70203|6/2/2014|6/2/2015
15948|8571|30602|6/1/2014|6/1/2015
15949|8575|30511|6/1/2014|6/1/2015
15950|8578|20906|6/1/2014|6/1/2015
15951|8581|10204|6/1/2014|6/1/2015
15952|8585|10310|6/1/2014|6/1/2015
15953|8586|10403|6/1/2014|6/1/2015
15954|8587|10904|6/1/2014|6/1/2015
15955|8589|30106|6/1/2014|6/1/2015
15956|8590|31003|6/1/2014|6/1/2015
15957|8591|11008|6/1/2014|6/1/2015
15958|8601|40106|6/1/2014|6/1/2015
15959|8604|20504|6/1/2014|6/1/2015
15960|8607|30807|6/1/2014|6/1/2015
15961|8614|20109|6/1/2014|6/1/2015
15962|8616|70303|6/1/2014|6/1/2015
15963|8618|11005|6/1/2014|6/1/2015
15964|8622|21001|6/1/2014|6/1/2015
15965|8623|30804|6/1/2014|6/1/2015
15966|8624|31002|6/1/2014|6/1/2015
15967|8625|50502|6/1/2014|6/1/2015
15968|8634|80404|6/1/2014|6/1/2015
15969|8635|70201|6/1/2014|6/1/2015
15970|8640|50306|6/1/2014|6/1/2015
15971|8651|90703|6/1/2014|6/1/2015
15972|8654|50707|6/1/2014|6/1/2015
15973|8658|50706|6/1/2014|6/1/2015
15974|8662|101003|6/1/2014|6/1/2015
15975|8666|20608|6/1/2014|6/1/2015
15976|8668|30505|6/1/2014|6/1/2015
15977|8669|80301|6/1/2014|6/1/2015
15978|8671|50902|6/1/2014|6/1/2015
15979|8672|90101|6/1/2014|6/1/2015
15980|8677|90504|6/1/2014|6/1/2015
15981|8680|60802|6/1/2014|6/1/2015
15982|8681|90401|6/1/2014|6/1/2015
15983|8685|30705|6/1/2014|6/1/2015
15984|8686|30911|6/1/2014|6/1/2015
15985|8688|90601|6/1/2014|6/1/2015
15986|8691|90801|6/1/2014|6/1/2015
15987|8692|80906|6/1/2014|6/1/2015
15988|8693|60902|6/1/2014|6/1/2015
15989|8697|50410|6/1/2014|6/1/2015
15990|8699|30808|6/1/2014|6/1/2015
15991|8703|81006|6/1/2014|6/1/2015
15992|8707|90206|6/1/2014|6/1/2015
15993|8709|40708|6/1/2014|6/1/2015
15994|8711|100301|6/1/2014|6/1/2015
15995|8712|100901|6/1/2014|6/1/2015
15996|8713|50111|6/1/2014|6/1/2015
15997|8716|90706|6/1/2014|6/1/2015
15998|8718|90806|6/1/2014|6/1/2015
15999|8719|100506|6/1/2014|6/1/2015
16000|8723|60708|6/1/2014|6/1/2015
16001|8725|30509|6/1/2014|6/1/2015
16002|8727|90609|6/1/2014|6/1/2015
16003|8728|80907|6/1/2014|6/1/2015
16004|8734|50711|6/1/2014|6/1/2015
16005|3606|90902|7/25/2014|7/25/2015
16006|3683|80303|7/12/2014|7/12/2015
16007|3985|101006|7/13/2014|7/13/2015
16008|3987|10207|7/13/2014|7/13/2015
16009|4042|60807|7/13/2014|7/13/2015
16010|4139|70308|7/23/2014|7/23/2015
16011|5422|50304|7/3/2014|7/3/2015
16012|5439|50102|7/3/2014|7/3/2015
16013|5443|50901|7/3/2014|7/3/2015
16014|5466|60205|7/3/2014|7/3/2015
16015|5483|21008|7/3/2014|7/3/2015
16016|5484|40311|7/3/2014|7/3/2015
16017|5501|40606|7/3/2014|7/3/2015
16018|5509|81002|7/3/2014|7/3/2015
16019|5534|81001|7/3/2014|7/3/2015
16020|7071|10605|7/2/2014|7/2/2015
16021|7087|10407|7/2/2014|7/2/2015
16022|7089|10409|7/2/2014|7/2/2015
16023|7090|20610|7/2/2014|7/2/2015
16024|7095|10304|7/2/2014|7/2/2015
16025|7096|51007|7/2/2014|7/2/2015
16026|7100|70608|7/2/2014|7/2/2015
16027|7105|40309|7/2/2014|7/2/2015
16028|7120|60405|7/2/2014|7/2/2015
16029|7124|40910|7/2/2014|7/2/2015
16030|7139|80610|7/2/2014|7/2/2015
16031|7152|40204|7/2/2014|7/2/2015
16032|7154|40502|7/2/2014|7/2/2015
16033|7158|80308|7/2/2014|7/2/2015
16034|7161|70803|7/2/2014|7/2/2015
16035|7171|80905|7/2/2014|7/2/2015
16036|7173|70507|7/2/2014|7/2/2015
16037|7175|70707|7/2/2014|7/2/2015
16038|7180|40709|7/2/2014|7/2/2015
16039|7184|30406|7/2/2014|7/2/2015
16040|7188|90807|7/2/2014|7/2/2015
16041|7198|80204|7/2/2014|7/2/2015
16042|7200|91006|7/2/2014|7/2/2015
16043|7207|10211|7/2/2014|7/2/2015
16044|7220|100408|7/2/2014|7/2/2015
16045|7222|20311|7/2/2014|7/2/2015
16046|7225|41009|7/2/2014|7/2/2015
16047|7232|100105|7/2/2014|7/2/2015
16048|7233|100608|7/2/2014|7/2/2015
16049|8741|10102|7/1/2014|7/1/2015
16050|8743|40306|7/1/2014|7/1/2015
16051|8745|40505|7/1/2014|7/1/2015
16052|8746|20702|7/1/2014|7/1/2015
16053|8747|50302|7/1/2014|7/1/2015
16054|8750|11004|7/1/2014|7/1/2015
16055|8752|21009|7/1/2014|7/1/2015
16056|8753|71004|7/1/2014|7/1/2015
16057|8756|70602|7/1/2014|7/1/2015
16058|8758|10603|7/1/2014|7/1/2015
16059|8761|10801|7/1/2014|7/1/2015
16060|8762|40608|7/1/2014|7/1/2015
16061|8767|60206|7/1/2014|7/1/2015
16062|8771|40103|7/1/2014|7/1/2015
16063|8773|80202|7/1/2014|7/1/2015
16064|8775|41005|7/1/2014|7/1/2015
16065|8780|51011|7/1/2014|7/1/2015
16066|8782|80502|7/1/2014|7/1/2015
16067|8786|60805|7/1/2014|7/1/2015
16068|8795|50603|7/1/2014|7/1/2015
16069|8797|31001|7/1/2014|7/1/2015
16070|8801|60411|7/1/2014|7/1/2015
16071|8803|40701|7/1/2014|7/1/2015
16072|8808|70909|7/1/2014|7/1/2015
16073|8811|11007|7/1/2014|7/1/2015
16074|8814|80206|7/1/2014|7/1/2015
16075|8816|100302|7/1/2014|7/1/2015
16076|8817|60611|7/1/2014|7/1/2015
16077|8820|40808|7/1/2014|7/1/2015
16078|8821|50903|7/1/2014|7/1/2015
16079|8828|90709|7/1/2014|7/1/2015
16080|8832|100402|7/1/2014|7/1/2015
16081|8834|100309|7/1/2014|7/1/2015
16082|8835|70405|7/1/2014|7/1/2015
16083|8838|20410|7/1/2014|7/1/2015
16084|8841|70208|7/1/2014|7/1/2015
16085|8843|71005|7/1/2014|7/1/2015
16086|8845|70411|7/1/2014|7/1/2015
16087|8846|90205|7/1/2014|7/1/2015
16088|8847|100409|7/1/2014|7/1/2015
16089|8853|50610|7/1/2014|7/1/2015
16090|8855|20207|7/1/2014|7/1/2015
16091|8856|60710|7/1/2014|7/1/2015
16092|8857|60403|7/1/2014|7/1/2015
16093|8858|80806|7/1/2014|7/1/2015
16094|8859|70408|7/1/2014|7/1/2015
16095|8864|80801|7/1/2014|7/1/2015
16096|8869|100909|7/1/2014|7/1/2015
16097|8883|70810|7/1/2014|7/1/2015
16098|8884|90405|7/1/2014|7/1/2015
16099|8887|80108|7/1/2014|7/1/2015
16100|8893|71011|7/1/2014|7/1/2015
16101|8895|80708|7/1/2014|7/1/2015
16102|8898|70910|7/1/2014|7/1/2015
16103|8905|90201|7/1/2014|7/1/2015
16104|3563|50202|8/26/2014|8/26/2015
16105|3565|50402|8/19/2014|8/19/2015
16106|3704|100603|8/4/2014|8/4/2015
16107|3769|70804|8/25/2014|8/25/2015
16108|3934|50506|8/22/2014|8/22/2015
16109|3945|60606|8/21/2014|8/21/2015
16110|3986|10107|8/8/2014|8/8/2015
16111|4098|20808|8/10/2014|8/10/2015
16112|4166|100508|8/11/2014|8/11/2015
16113|4278|20810|8/14/2014|8/14/2015
16114|3561|41002|8/4/2014|8/4/2015
16115|5562|10705|8/3/2014|8/3/2015
16116|5567|11001|8/3/2014|8/3/2015
16117|5592|20909|8/3/2014|8/3/2015
16118|5596|70401|8/3/2014|8/3/2015
16119|5622|20905|8/3/2014|8/3/2015
16120|5646|50211|8/3/2014|8/3/2015
16121|5659|90110|8/3/2014|8/3/2015
16122|5663|20307|8/3/2014|8/3/2015
16123|5687|100310|8/3/2014|8/3/2015
16124|5709|10804|8/3/2014|8/3/2015
16125|7234|10203|8/2/2014|8/2/2015
16126|7244|30305|8/2/2014|8/2/2015
16127|7251|20302|8/2/2014|8/2/2015
16128|7258|30601|8/2/2014|8/2/2015
16129|7262|90710|8/2/2014|8/2/2015
16130|7274|20902|8/2/2014|8/2/2015
16131|7279|60809|8/2/2014|8/2/2015
16132|7286|50406|8/2/2014|8/2/2015
16133|7292|40902|8/2/2014|8/2/2015
16134|7293|51002|8/2/2014|8/2/2015
16135|7302|30603|8/2/2014|8/2/2015
16136|7305|20908|8/2/2014|8/2/2015
16137|7308|50605|8/2/2014|8/2/2015
16138|7321|60502|8/2/2014|8/2/2015
16139|7323|60305|8/2/2014|8/2/2015
16140|7336|50801|8/2/2014|8/2/2015
16141|7343|30211|8/2/2014|8/2/2015
16142|7358|101005|8/2/2014|8/2/2015
16143|7380|50103|8/2/2014|8/2/2015
16144|8909|80311|8/1/2014|8/1/2015
16145|8910|10307|8/1/2014|8/1/2015
16146|8912|20604|8/1/2014|8/1/2015
16147|8914|20305|8/1/2014|8/1/2015
16148|8917|20408|8/1/2014|8/1/2015
16149|8920|20406|8/1/2014|8/1/2015
16150|8925|20103|8/1/2014|8/1/2015
16151|8927|30707|8/1/2014|8/1/2015
16152|8928|20806|8/1/2014|8/1/2015
16153|8929|40807|8/1/2014|8/1/2015
16154|8936|20904|8/1/2014|8/1/2015
16155|8939|10910|8/1/2014|8/1/2015
16156|8945|30104|8/1/2014|8/1/2015
16157|8946|80511|8/1/2014|8/1/2015
16158|8949|70805|8/1/2014|8/1/2015
16159|8950|20910|8/1/2014|8/1/2015
16160|8958|20903|8/1/2014|8/1/2015
16161|8969|30609|8/1/2014|8/1/2015
16162|8972|40909|8/1/2014|8/1/2015
16163|8975|50109|8/1/2014|8/1/2015
16164|8979|80711|8/1/2014|8/1/2015
16165|8981|81011|8/1/2014|8/1/2015
16166|8990|70510|8/1/2014|8/1/2015
16167|8992|10302|8/1/2014|8/1/2015
16168|8994|10601|8/1/2014|8/1/2015
16169|8995|40102|8/1/2014|8/1/2015
16170|9002|60203|8/1/2014|8/1/2015
16171|9004|40302|8/1/2014|8/1/2015
16172|9006|60607|8/1/2014|8/1/2015
16173|9013|60209|8/1/2014|8/1/2015
16174|9028|50404|8/1/2014|8/1/2015
16175|9030|30708|8/1/2014|8/1/2015
16176|9034|100903|8/1/2014|8/1/2015
16177|9041|90104|8/1/2014|8/1/2015
16178|9051|80510|8/1/2014|8/1/2015
16179|9052|80505|8/1/2014|8/1/2015
16180|9055|90605|8/1/2014|8/1/2015
16181|9057|90804|8/1/2014|8/1/2015
16182|9058|70209|8/1/2014|8/1/2015
16183|9059|30706|8/1/2014|8/1/2015
16184|9060|80710|8/1/2014|8/1/2015
16185|3453|30101|9/27/2014|9/27/2015
16186|3471|40901|9/30/2014|9/30/2015
16187|3475|50301|9/21/2014|9/21/2015
16188|3603|90602|9/5/2014|9/5/2015
16189|3661|50803|9/29/2014|9/29/2015
16190|3670|60903|9/16/2014|9/16/2015
16191|3759|60704|9/13/2014|9/13/2015
16192|4017|40307|10/1/2014|10/1/2014
16193|4023|40907|9/16/2014|9/16/2015
16194|4035|60107|9/16/2014|9/16/2015
16195|4092|20208|9/8/2014|9/8/2015
16196|4306|51010|9/25/2014|9/25/2015
16197|4340|100210|9/10/2014|9/10/2015
16198|4350|10311|9/23/2014|9/23/2015
16199|4358|20111|9/13/2014|9/13/2015
16200|4433|100211|9/21/2014|9/21/2015
16201|5725|51001|9/3/2014|9/3/2015
16202|5730|80410|9/3/2014|9/3/2015
16203|5769|70503|9/3/2014|9/3/2015
16204|5771|30902|9/3/2014|9/3/2015
16205|5775|70302|9/3/2014|9/3/2015
16206|5780|30409|9/3/2014|9/3/2015
16207|5798|70206|9/3/2014|9/3/2015
16208|5808|80302|9/3/2014|9/3/2015
16209|5816|80702|9/3/2014|9/3/2015
16210|5836|100505|9/3/2014|9/3/2015
16211|5849|80608|9/3/2014|9/3/2015
16212|7409|10206|9/2/2014|9/2/2015
16213|7420|30308|9/2/2014|9/2/2015
16214|7422|100704|9/2/2014|9/2/2015
16215|7423|60608|9/2/2014|9/2/2015
16216|7428|10602|9/2/2014|9/2/2015
16217|7431|61002|9/2/2014|9/2/2015
16218|7444|20211|9/2/2014|9/2/2015
16219|7445|20901|9/2/2014|9/2/2015
16220|7457|100804|9/2/2014|9/2/2015
16221|7462|20411|9/2/2014|9/2/2015
16222|7469|90910|9/2/2014|9/2/2015
16223|7481|30701|9/2/2014|9/2/2015
16224|7486|60901|9/2/2014|9/2/2015
16225|7493|50503|9/2/2014|9/2/2015
16226|7495|90106|9/2/2014|9/2/2015
16227|7513|20209|9/2/2014|9/2/2015
16228|7517|40111|9/2/2014|9/2/2015
16229|7520|30105|9/2/2014|9/2/2015
16230|7521|100406|9/2/2014|9/2/2015
16231|7525|90202|9/2/2014|9/2/2015
16232|9071|11010|9/1/2014|9/1/2015
16233|9072|10703|9/1/2014|9/1/2015
16234|9076|20407|9/1/2014|9/1/2015
16235|9078|31006|9/1/2014|9/1/2015
16236|9081|50702|9/1/2014|9/1/2015
16237|9084|60702|9/1/2014|9/1/2015
16238|9087|10508|9/1/2014|9/1/2015
16239|9092|20308|9/1/2014|9/1/2015
16240|9093|40206|9/1/2014|9/1/2015
16241|9095|20607|9/1/2014|9/1/2015
16242|9096|10903|9/1/2014|9/1/2015
16243|9098|30901|9/1/2014|9/1/2015
16244|9099|40509|9/1/2014|9/1/2015
16245|9101|10511|9/1/2014|9/1/2015
16246|9102|50608|9/1/2014|9/1/2015
16247|9107|20611|9/1/2014|9/1/2015
16248|9111|30703|9/1/2014|9/1/2015
16249|9115|30407|9/1/2014|9/1/2015
16250|9119|20110|9/1/2014|9/1/2015
16251|9120|90111|9/1/2014|9/1/2015
16252|9129|50808|9/1/2014|9/1/2015
16253|9131|90711|9/1/2014|9/1/2015
16254|9133|30210|9/1/2014|9/1/2015
16255|9134|91011|9/1/2014|9/1/2015
16256|9139|60509|9/1/2014|9/1/2015
16257|9140|50210|9/1/2014|9/1/2015
16258|9141|100111|9/1/2014|9/1/2015
16259|9145|90606|9/1/2014|9/1/2015
16260|9148|51008|9/1/2014|9/1/2015
16261|9150|40207|9/1/2014|9/1/2015
16262|9155|70202|9/1/2014|9/1/2015
16263|9160|80908|9/1/2014|9/1/2015
16264|9161|70502|9/1/2014|9/1/2015
16265|9163|90208|9/1/2014|9/1/2015
16266|9167|40407|9/1/2014|9/1/2015
16267|9173|70509|9/1/2014|9/1/2015
16268|9177|70709|9/1/2014|9/1/2015
16269|9178|90308|9/1/2014|9/1/2015
16270|9181|61007|9/1/2014|9/1/2015
16271|9187|100106|9/1/2014|9/1/2015
16272|9188|90408|9/1/2014|9/1/2015
16273|9189|90608|9/1/2014|9/1/2015
16274|9190|80407|9/1/2014|9/1/2015
16275|9197|80507|9/1/2014|9/1/2015
16276|9198|40501|9/1/2014|9/1/2015
16277|9200|71009|9/1/2014|9/1/2015
16278|9204|80209|9/1/2014|9/1/2015
16279|9205|30604|9/1/2014|9/1/2015
16280|9206|80607|9/1/2014|9/1/2015
16281|9207|50201|9/1/2014|9/1/2015
16282|9210|100311|9/1/2014|9/1/2015
16283|3454|30201|10/17/2014|10/17/2015
16284|3486|60401|10/5/2014|10/5/2015
16285|3572|60202|10/15/2014|10/15/2015
16286|3622|10503|10/11/2014|10/11/2015
16287|3642|30803|10/19/2014|10/19/2015
16288|3709|10104|10/20/2014|10/20/2015
16289|3880|90705|10/27/2014|10/27/2015
16290|4036|60207|10/13/2014|10/13/2015
16291|4170|100908|10/16/2014|10/16/2015
16292|4218|60109|10/4/2014|10/4/2015
16293|4224|60909|10/13/2014|10/13/2015
16294|5867|10410|10/3/2014|10/3/2015
16295|5879|10806|10/3/2014|10/3/2015
16296|5882|10109|10/3/2014|10/3/2015
16297|5888|10901|10/3/2014|10/3/2015
16298|5903|60110|10/3/2014|10/3/2015
16299|5904|70110|10/3/2014|10/3/2015
16300|5907|40203|10/3/2014|10/3/2015
16301|5924|80810|10/3/2014|10/3/2015
16302|5961|40201|10/3/2014|10/3/2015
16303|5964|20907|10/3/2014|10/3/2015
16304|5966|30307|10/3/2014|10/3/2015
16305|5969|40308|10/3/2014|10/3/2015
16306|5970|70109|10/3/2014|10/3/2015
16307|5994|60307|10/3/2014|10/3/2015
16308|3807|10805|10/3/2014|10/3/2015
16309|7549|10411|10/2/2014|10/2/2015
16310|7551|30605|10/2/2014|10/2/2015
16311|7553|30805|10/2/2014|10/2/2015
16312|7559|40101|10/2/2014|10/2/2015
16313|7569|70601|10/2/2014|10/2/2015
16314|7571|20107|10/2/2014|10/2/2015
16315|7574|70801|10/2/2014|10/2/2015
16316|7579|20811|10/2/2014|10/2/2015
16317|7588|30204|10/2/2014|10/2/2015
16318|7593|50411|10/2/2014|10/2/2015
16319|7595|80601|10/2/2014|10/2/2015
16320|7614|50207|10/2/2014|10/2/2015
